nominal_formula,volume_per_atom,C11,C12,C44,B,Gv,GR,G,E,v,Hv,"AV,R",KIC,G/B,bulk_energy,force,real_formula,bulk_energy,volume,error1,error2,error3
TiWZr,22.5075,519.087,104.24,158.683,242.5223,178.1792,175.1453,176.6622,426.4415,0.20694,25.02104,0.008587,347.8048,0.728437,4.044663,0.018163,Ti10W11Zr11C32,-641.983,720.24,1.65%,1.68%,0.14%
VWZr,21.94094,523.079,105.847,150.071,244.9243,173.489,169.0472,171.2681,416.6804,0.216456,23.3664,0.012967,342.6863,0.69927,5.044663,0.012574,V10W11Zr11C32,-640.892,702.11,1.84%,1.94%,0.07%
NbTa,22.47531,733.723,102.592,179.049,312.969,233.6556,216.5157,225.0856,544.6799,0.209939,29.27416,0.038074,445.8706,0.719195,-21.3876,0.008468,Nb16Ta16C32,-684.404,719.21,1.42%,1.28%,0.59%
NbV,20.47,607.656,131.572,174.847,290.2667,200.125,195.6202,197.8726,483.7051,0.222264,25.14311,0.011383,396.3794,0.681692,-19.7024,0.025114,Nb16V16C32,-630.476,655.04,1.56%,1.36%,0.21%
NbW,21.89688,582.754,101.993,139.126,262.2467,179.6278,167.3174,173.4726,426.3988,0.229009,22.13581,0.035482,356.7528,0.661486,-21.0947,0.008105,Nb16W16C32,-675.032,700.7,1.94%,1.12%,0.31%
TaV,20.51375,651.306,120.917,178.093,297.7133,212.9336,205.0292,208.9814,508.0647,0.215574,27.01953,0.018912,412.693,0.701955,-20.5646,0.014224,Ta16V16C32,-658.068,656.44,1.49%,1.37%,0.09%
TaW,21.82688,536.937,209.968,146.81,318.9577,153.4798,153.0543,153.267,396.3205,0.292909,14.09926,0.001388,369.6206,0.480525,-21.8923,0.009198,Ta16W16C32,-700.554,698.46,1.03%,1.86%,0.23%
VW,19.6675,620.535,136.729,158.494,297.9977,191.8576,183.851,187.8543,465.7046,0.239537,22.17215,0.021311,388.7244,0.630388,-20.4036,0.030442,V16W16C32,-652.915,629.36,4.63%,4.38%,0.22%
CrHf,21.42094,414.951,117.538,114.857,216.6757,128.3968,126.3624,127.3796,319.5246,0.254222,15.55539,0.007986,276.8607,0.587881,-19.411,0.032983,Cr16Hf16C32,-621.151,685.47,2.22%,1.82%,0.99%
CrMo,19.44281,440.671,98.6837,99.7807,212.6795,128.2659,119.7253,123.9956,311.4583,0.255925,15.11814,0.034439,266.2926,0.583016,-19.0924,0.034352,Cr16Mo16C32,-610.957,622.17,2.07%,1.37%,0.31%
CrNb,20.14188,502.909,105.352,120.179,237.871,151.6188,142.7584,147.1886,366.0624,0.243515,18.26482,0.030099,308.644,0.618775,-19.3047,0.031056,Cr16Nb16C32,-617.75,644.54,2.63%,2.65%,0.50%
CrTa,20.14719,531.367,149.99,123.677,277.1157,150.4816,143.9054,147.1935,375.1573,0.274368,15.35454,0.022339,333.1532,0.531163,-20.1665,0.030046,Cr16Ta16C32,-645.328,644.71,1.66%,1.60%,1.57%
CrTi,18.59,506.478,122.171,148.841,250.2733,166.166,163.5907,164.8784,405.5723,0.229914,21.25482,0.00781,330.625,0.658793,-18.5231,0.04646,Cr16Ti16C32,-592.738,594.88,1.78%,1.68%,0.18%
CrV,17.45188,536.862,124.899,145.433,262.22,169.6524,164.8116,167.232,413.741,0.237027,20.69136,0.014473,337.2611,0.637755,-18.7279,0.009612,Cr16V16C32,-599.293,558.46,1.51%,2.19%,0.94%
CrW,19.43219,309.451,170.829,113.057,217.0363,95.5586,90.2678,92.9132,243.9307,0.312681,8.674676,0.028472,232.8405,0.4281,-20.028,0.025187,Cr16W16C32,-640.896,621.83,2.04%,4.47%,0.37%
CrZr,22.05375,432.336,45.689,98.318,174.5713,136.3202,122.3733,129.3467,311.1841,0.202906,20.45755,0.053913,251.639,0.740939,-18.5829,0.047113,Cr16Zr16C32,-594.653,705.72,1.92%,2.00%,0.51%
HfMo,22.95313,497.133,124.167,138.197,248.489,157.5114,154.1641,155.8377,386.6791,0.240646,19.31099,0.01074,331.7393,0.627141,-20.4628,0.009045,Hf16Mo16C32,-654.81,734.5,3.88%,2.43%,0.40%
HfNb,23.6975,599.889,105.039,176.353,269.989,204.7818,199.2461,202.014,485.0624,0.200567,28.36456,0.013701,395.8046,0.74823,-20.8167,0.006503,Hf16Nb16C32,-666.136,758.32,1.40%,1.28%,0.05%
HfTa,23.62188,634.117,106.568,183.564,282.4177,215.6482,208.9837,212.316,509.3166,0.199431,29.53975,0.015695,414.7849,0.75178,-21.6848,0.009322,Hf16Ta16C32,-693.913,755.9,1.43%,1.27%,0.11%
HfTi,22.85281,488.445,116.191,163.535,240.2757,172.5718,171.8801,172.2259,417.0361,0.210724,24.12807,0.002008,342.6842,0.716785,-19.7736,0.008464,Hf16Ti16C32,-632.756,731.29,1.56%,1.22%,0.42%
HfV,21.765,486.863,109.345,157.902,235.1843,170.2448,168.9495,169.5971,410.1917,0.209312,24.0311,0.003819,333.7131,0.721124,-19.8097,0.05096,Hf16V16C32,-633.91,696.48,1.74%,1.74%,0.31%
HfW,22.95281,602.284,80.638,154.539,254.52,197.0526,184.6339,190.8433,458.0463,0.200059,27.31057,0.032536,371.5398,0.749816,-21.4281,0.009122,Hf16W16C32,-685.699,734.49,3.43%,2.81%,0.19%
HfZr,25.58875,477.973,108.45,162.032,231.6243,171.1238,170.418,170.7709,411.2456,0.204086,24.76462,0.002067,341.4081,0.737275,-20.2481,0.00538,Hf16Zr16C32,-647.939,818.84,1.40%,1.23%,0.49%
MoNb,21.77313,443.64,172.88,135.882,263.1333,135.6812,135.6808,135.681,347.3422,0.279996,14.01346,0.00000164,315.7433,0.515636,-20.1823,0.026262,Mo16Nb16C32,-645.832,696.74,4.17%,1.57%,0.38%
MoTa,21.80625,335.947,251.873,131.033,279.8977,95.4346,70.95003,83.19232,227.0792,0.364784,5.297893,0.147156,255.0575,0.297224,-21.0097,0.009457,Mo16Ta16C32,-672.31,697.8,5.69%,3.90%,0.60%
MoTi,20.52094,588.598,111.581,165.274,270.5867,194.5678,188.4153,191.4916,464.8242,0.213694,25.6343,0.016065,376.641,0.70769,-19.4336,0.009879,Mo16Ti16C32,-621.874,656.67,2.14%,1.89%,2.02%
MoV,19.49875,723.237,76.3083,160.61,291.9512,225.7517,201.1114,213.4315,514.8371,0.206094,28.72184,0.057724,409.5299,0.731052,-19.4637,0.032334,Mo16V16C32,-622.838,623.96,1.48%,4.84%,0.61%
MoZr,23.45438,488.99,105.745,138.408,233.4933,159.6938,155.7039,157.6988,386.1604,0.22436,21.18621,0.01265,324.655,0.675389,-19.6691,0.006924,Mo16Zr16C32,-629.41,750.54,1.77%,1.77%,0.15%
NbTi,21.47656,593.003,117.952,176.131,276.3023,200.6888,196.4411,198.5649,480.5733,0.210116,26.76479,0.010696,390.515,0.718651,-19.6899,0.008514,Nb16Ti16C32,-630.076,687.25,1.27%,1.20%,0.30%
NbZr,24.18313,563.271,106.711,166.595,258.8977,191.269,186.7838,189.0264,456.0812,0.206395,26.31753,0.011864,376.193,0.73012,-20.0129,0.006486,Nb16Zr16C32,-640.413,773.86,1.38%,1.28%,0.10%
TaTi,21.48438,633.108,112.716,189.495,286.18,217.7754,212.6025,215.189,516.1871,0.199381,29.82922,0.012019,413.7615,0.751936,-20.5753,0.008636,Ta16Ti16C32,-658.409,687.5,1.41%,1.28%,0.22%
TaZr,24.09375,604.715,104.469,172.299,271.2177,203.4286,196.7911,200.1098,481.8286,0.20391,27.72972,0.016585,395.9229,0.73782,-20.8833,0.005948,Ta16Zr16C32,-668.264,771,1.37%,1.27%,0.27%
TiV,19.08375,574.618,124.661,183.368,274.6467,200.0122,198.0176,199.0149,480.8902,0.208176,27.06109,0.005011,382.1852,0.724622,-18.8898,0.00912,Ti16V16C32,-604.474,610.68,1.52%,1.29%,0.25%
TiW,20.61125,642.075,110.586,176.218,287.749,212.0286,203.6627,207.8457,502.5396,0.208925,27.80489,0.020125,404.9438,0.722316,-20.4084,0.008724,Ti16W16C32,-653.068,659.56,1.83%,1.73%,0.55%
TiZr,23.39188,458.918,114.411,152.518,229.2467,160.4122,159.8435,160.1278,389.6585,0.216711,22.25177,0.001776,324.013,0.698496,-18.9408,0.008721,Ti16Zr16C32,-606.104,748.54,1.52%,1.24%,0.56%
VZr,22.31469,429.174,116.08,142.85,220.4447,148.3288,148.0308,148.1798,363.1673,0.225428,20.16331,0.001006,303.256,0.672186,-18.9757,0.03853,V16Zr16C32,-607.222,714.07,1.82%,1.72%,0.28%
WZr,23.42188,552.851,93.1313,148.027,246.3712,180.7601,172.6071,176.6836,427.7888,0.210607,24.58256,0.023073,352.9095,0.717144,-20.6378,0.007815,W16Zr16C32,-660.41,749.5,1.82%,1.92%,0.12%
Cr3C2,16.775,614.166,193.687,136.43,342,165.9538,158.7188,244,0,0.290782,14.88441,0.022284,372.4704,0.48626,-18.4048,0.0000425,CrC,-73.6192,67.1,1.00%,1.00%,1.00%
Hf,25.075,513.285,104.141,171.551,240.5223,184.7594,183.3919,184.0756,439.9845,0.195119,27.24786,0.003715,359.9836,0.765316,-21.0479,0,HfC,-84.1915,100.3,1.00%,1.00%,1.00%
Mo2C,20.8425,661.855,169.589,119.657,350,170.2474,150.6144,240,0,0.292808,14.57207,0.061188,383.8244,0.480796,-19.821,0.000003,MoC,-79.2839,83.37,1.00%,1.00%,1.00%
Nb,22.5125,656.154,123.623,169.504,301.1333,208.2086,198.334,203.2713,497.8044,0.224483,25.34191,0.024289,415.7396,0.675021,-20.5459,0.002593,NbC,-82.1836,90.05,1.00%,1.00%,1.00%
Ta,22.45,716.209,129.242,175.823,324.8977,222.8872,209.4038,216.1455,530.7408,0.22774,26.03387,0.03119,445.0913,0.665273,-22.2038,0.001312,TaC,-88.815,89.8,1.00%,1.00%,1.00%
Ti,20.355,514.513,116.56,168.831,249.211,180.8892,179.7224,180.3058,435.8129,0.208538,25.19003,0.003236,350.2679,0.723507,-18.7074,0.0000219,TiC,-74.8297,81.42,1.00%,1.00%,1.00%
V,17.9475,638.738,138.111,191.185,304.9867,214.8364,211.1345,212.9854,518.3048,0.216761,27.22489,0.008691,412.3975,0.698343,-19.077,0.000186,VC,-76.3079,71.79,1.00%,1.00%,1.00%
W,21.05,692.963,202.285,104.243,387,160.6814,135.388,279,0,0.321726,11.31464,0.085431,386.698,0.404638,-21.5541,0.000003,WC,-86.2164,84.2,1.00%,1.00%,1.00%
Zr,26.1325,465.174,102.073,153.776,223.1067,164.8858,163.7995,164.3427,395.8358,0.2043,24.07623,0.003305,329.859,0.73661,-19.4638,0.00000141,ZrC,-77.8551,104.53,1.00%,1.00%,1.00%
